DatePulled1,domain,visits1,pageviews1,users1,pageviews_per_session1,avg_session_duration1,exits1
4/5/20,search.treasury.gov,202430,533133,120256,2.63,188.91,196417
4/5/20,caweb.sba.gov,200426,935990,72153,4.67,702.72,202430
4/5/20,gab.usps.com,198422,404861,114243,2.04,259.35,124264
4/5/20,niaaa.nih.gov,198422,282601,182388,1.42,133.27,182388
4/5/20,arts.gov,196417,366780,160341,1.87,44.55,196417
4/5/20,eg.usembassy.gov,196417,386822,136290,1.97,155.85,196417
4/5/20,cr.usembassy.gov,194413,324690,176375,1.67,58.54,192409
4/5/20,seer.cancer.gov,194413,501065,150320,2.58,153.08,196417
4/5/20,catran.sba.gov,190405,809721,118251,4.25,227.28,190405
4/5/20,faq.coronavirus.gov,190405,420895,178379,2.21,81.13,190405
4/5/20,jo.usembassy.gov,190405,292622,66141,1.54,69.82,190405
4/5/20,usahire.opm.gov,186396,5333336,84179,28.61,1358.04,186396
4/5/20,usdasearch.usda.gov,186396,318677,110234,1.71,58.41,180383
4/5/20,afrc.af.mil,184392,210447,146311,1.14,10.55,188400
4/5/20,history.nasa.gov,184392,232494,182388,1.26,19.97,176375
4/5/20,ies.ed.gov,184392,1054241,122260,5.72,193.89,188400
4/5/20,mrdc.amedd.army.mil,184392,340724,8017,1.85,369.09,180383
4/5/20,pubs.er.usgs.gov,184392,264562,168358,1.43,114.08,182388
4/5/20,farmers.gov,182388,565201,138294,3.1,74.41,182388
4/5/20,oit.va.gov,182388,344733,152324,1.89,147.4,182388
4/5/20,ca.usembassy.gov,180383,318677,148315,1.77,101.6,186396
4/5/20,fbohome.sam.gov,180383,218464,132281,1.21,44.24,184392
4/5/20,fdc.nal.usda.gov,180383,1096330,132281,6.08,187.08,182388
4/5/20,jm.usembassy.gov,180383,362771,108230,2.01,134.1,176375
4/5/20,beta.nsf.gov,178379,210447,144307,1.18,37.53,180383
4/5/20,imagine.gsfc.nasa.gov,178379,412878,170362,2.31,149.01,182388
4/5/20,iris.custhelp.va.gov,178379,346737,176375,1.94,185.78,154328
4/5/20,bd.usembassy.gov,176375,244520,126268,1.39,28.05,178379
4/5/20,bones.nih.gov,174371,210447,166354,1.21,10.36,182388
4/5/20,co.usembassy.gov,174371,342728,142302,1.97,127.38,174371
4/5/20,worldview.earthdata.nasa.gov,174371,226481,60128,1.3,157.82,172366
4/5/20,ginniemae.gov,172366,292622,52111,1.7,187.2,160341
4/5/20,ke.usembassy.gov,172366,318677,130277,1.85,108.85,174371
4/5/20,usar.army.mil,172366,292622,118251,1.7,57.99,170362
4/5/20,wpafb.af.mil,172366,282601,128273,1.64,91.99,172366
4/5/20,neh.gov,170362,234498,118251,1.38,141.47,158337
4/5/20,nlrb.gov,170362,266567,132281,1.56,72.6,168358
4/5/20,search.uspto.gov,170362,266567,124264,1.56,65.06,156332
4/5/20,xk.usembassy.gov,170362,260554,82175,1.53,32.33,170362
4/5/20,data.gov,168358,296631,130277,1.76,51.86,176375
4/5/20,edsitement.neh.gov,168358,272579,136290,1.62,99.35,166354
4/5/20,esd.whs.mil,168358,296631,110234,1.76,107.3,168358
4/5/20,secsearch.sec.gov,168358,394839,138294,2.35,187.73,88187
4/5/20,ua.usembassy.gov,168358,196417,50107,1.17,43.99,172366
4/5/20,yali.state.gov,168358,348741,100213,2.07,291.74,168358
4/5/20,secure.ssa.gov,166354,334711,134285,2.01,148.55,168358
4/5/20,securityawareness.usalearning.gov,166354,326694,96204,1.96,236.78,164349
4/5/20,sv.usembassy.gov,166354,280596,122260,1.69,122.9,164349
4/5/20,tr.usembassy.gov,166354,362771,136290,2.18,97.49,162345
4/5/20,nationalmuseum.af.mil,164349,400852,128273,2.44,131.5,164349
4/5/20,ng.usembassy.gov,164349,302643,134285,1.84,144.78,162345
4/5/20,americanenglish.state.gov,160341,599274,128273,3.74,215.45,158337
4/5/20,index.va.gov,160341,811725,106226,5.06,403.65,136290
4/5/20,sites.ed.gov,160341,308656,124264,1.92,106.22,160341
4/5/20,usability.gov,160341,266567,126268,1.66,71.59,160341
4/5/20,floodsmart.gov,158337,228486,114243,1.44,50.92,154328
4/5/20,hn.usembassy.gov,158337,246524,116247,1.56,104.7,156332
4/5/20,onlineclaims.usps.com,158337,410873,78166,2.59,183.62,176375
4/5/20,sa.usembassy.gov,158337,242515,112239,1.53,104.54,156332
4/5/20,urs.earthdata.nasa.gov,158337,396844,50107,2.51,234.42,128273
4/5/20,airforcemedicine.af.mil,156332,298635,120256,1.91,137.27,158337
4/5/20,findtreatment.gov,156332,368784,22047,2.36,188.74,156332
4/5/20,goes.noaa.gov,156332,264562,58124,1.69,45.46,152324
4/5/20,jbsa.mil,156332,362771,116247,2.32,74.62,154328
4/5/20,nfc.usda.gov,156332,210447,94200,1.35,27.32,160341
4/5/20,search.usembassy.gov,156332,216460,108230,1.38,61.69,134285
4/5/20,bphc.hrsa.gov,154328,296631,100213,1.92,57.52,170362
4/5/20,collegescorecard.ed.gov,154328,374797,108230,2.43,96,152324
4/5/20,g5.gov,154328,404861,22047,2.62,493.74,154328
4/5/20,ramstein.af.mil,154328,240511,64136,1.56,79.12,154328
4/5/20,scijinks.gov,154328,204435,148315,1.32,80.99,154328
4/5/20,dcms.uscg.mil,152324,442942,114243,2.91,217.66,158337
4/5/20,kr.usembassy.gov,152324,386822,128273,2.54,206.38,154328
4/5/20,npin.cdc.gov,152324,244520,164349,1.61,73.63,166354
4/5/20,whs.mil,152324,436929,100213,2.87,1117.81,152324
4/5/20,careers.state.gov,150320,368784,126268,2.45,158.87,144307
4/5/20,aetc.af.mil,148315,180383,118251,1.22,22.99,150320
4/5/20,za.usembassy.gov,148315,278592,132281,1.88,110.47,144307
4/5/20,rrb.gov,146311,456971,114243,3.12,110.89,150320
4/5/20,water.usgs.gov,146311,334711,124264,2.29,116.9,136290
4/5/20,ncei.noaa.gov,144307,232494,122260,1.61,112.92,138294
4/5/20,secretservice.gov,144307,280596,116247,1.94,352.9,144307
4/5/20,ar.usembassy.gov,142302,246524,106226,1.73,120.04,144307
4/5/20,locator.ice.gov,142302,248528,100213,1.75,190.62,148315
4/5/20,bb.usembassy.gov,140298,234498,108230,1.67,83.17,142302
4/5/20,ferc.gov,140298,426907,80170,3.04,321.26,130277
4/5/20,founders.archives.gov,140298,581235,96204,4.14,217.86,136290
4/5/20,occ.treas.gov,140298,226481,98209,1.61,63.23,140298
4/5/20,portal.eoir.justice.gov,140298,424903,14030,3.03,427.13,140298
4/5/20,j1visa.state.gov,138294,344733,126268,2.49,158.93,138294
4/5/20,pfsr.usps.com,138294,146311,72153,1.06,23.72,134285
4/5/20,voyager.jpl.nasa.gov,138294,348741,134285,2.52,216.65,136290
4/5/20,2009-2017.state.gov,136290,184392,128273,1.35,46.49,126268
4/5/20,occ.gov,136290,298635,104222,2.19,115.68,134285
4/5/20,exoplanets.nasa.gov,134285,288613,140298,2.15,91.61,140298
4/5/20,ngdc.noaa.gov,134285,404861,88187,3.01,143.18,132281
4/5/20,sbir.gov,134285,386822,108230,2.88,176.09,134285
4/5/20,cnrfc.noaa.gov,132281,160341,44094,1.21,1.39,132281
4/5/20,ec.usembassy.gov,132281,224477,98209,1.7,137.06,130277
4/5/20,pmm.nasa.gov,132281,268571,110234,2.03,136.36,130277
4/5/20,psnet.ahrq.gov,132281,288613,98209,2.18,156.27,134285
4/5/20,cl.usembassy.gov,130277,236503,106226,1.82,78.72,136290
4/5/20,effectivehealthcare.ahrq.gov,130277,160341,114243,1.23,57,130277
4/5/20,marineband.marines.mil,130277,206439,76162,1.58,150.51,130277
4/5/20,phc.amedd.army.mil,130277,188400,114243,1.45,56.95,130277
4/5/20,rma.usda.gov,130277,352750,36077,2.71,134.23,120256
4/5/20,bhw.hrsa.gov,128273,282601,94200,2.2,80.11,114243
4/5/20,esrl.noaa.gov,128273,338720,84179,2.64,123.39,126268
4/5/20,iqrs.npdb.hrsa.gov,128273,326694,44094,2.55,202.89,152324
4/5/20,ni.usembassy.gov,128273,198422,90192,1.55,92.55,124264
4/5/20,pendleton.marines.mil,128273,194413,88187,1.52,82.44,122260
4/5/20,search.justice.gov,128273,214456,82175,1.67,27.16,104222
4/5/20,vote.gov,128273,230490,120256,1.8,66.84,128273
4/5/20,wdr.doleta.gov,128273,152324,98209,1.19,109.56,124264
4/5/20,fees.uspto.gov,126268,533133,90192,4.22,290.83,226481
4/5/20,nifa.usda.gov,126268,262558,96204,2.08,104.14,122260
4/5/20,nij.ojp.gov,126268,266567,110234,2.11,126.59,128273
4/5/20,bg.usembassy.gov,124264,210447,90192,1.69,275.69,112239
4/5/20,ht.usembassy.gov,124264,220469,104222,1.77,137.35,122260
4/5/20,keesler.af.mil,124264,232494,54115,1.87,56.18,122260
4/5/20,ma.usembassy.gov,124264,244520,90192,1.97,139.89,126268
4/5/20,myeverify.uscis.gov,124264,641363,66141,5.16,268.21,120256
4/5/20,nass.usda.gov,124264,342728,78166,2.76,446.89,112239
4/5/20,nepis.epa.gov,124264,647376,130277,5.21,201.71,130277
4/5/20,ope.ed.gov,124264,176375,58124,1.42,52.53,130277
4/5/20,ug.usembassy.gov,124264,158337,88187,1.27,47.44,122260
4/5/20,aviano.af.mil,122260,178379,38081,1.46,78.28,122260
4/5/20,dco.uscg.mil,122260,320682,100213,2.62,360.13,118251
4/5/20,mentalhealth.gov,122260,214456,106226,1.75,85.57,122260
4/5/20,pa.usembassy.gov,122260,242515,104222,1.98,71.23,118251
4/5/20,pubag.nal.usda.gov,122260,170362,104222,1.39,53.67,130277
4/5/20,bja.ojp.gov,120256,246524,98209,2.05,135,116247
4/5/20,cfpub.epa.gov,120256,342728,122260,2.85,163.65,122260
4/5/20,coast.noaa.gov,120256,268571,88187,2.23,218.53,118251
4/5/20,ebuy.gsa.gov,120256,996117,38081,8.28,633.06,114243
4/5/20,mentalhealth.va.gov,120256,162345,116247,1.35,62.23,118251
4/5/20,physics.nist.gov,120256,264562,94200,2.2,50.83,128273
4/5/20,recruiting.army.mil,120256,328699,90192,2.73,94.88,118251
4/5/20,cesdata.bls.gov,118251,671427,86183,5.68,195.15,118251
4/5/20,cameochemicals.noaa.gov,116247,338720,78166,2.91,168.66,116247
4/5/20,go4life.nia.nih.gov,116247,218464,78166,1.88,159.38,114243
4/5/20,store.usgs.gov,116247,222473,94200,1.91,84.31,112239
4/5/20,teen.smokefree.gov,116247,160341,110234,1.38,42.74,118251
4/5/20,transit.dot.gov,116247,288613,102217,2.48,283.69,120256
4/5/20,campbell.armymwr.com,114243,581235,12026,5.09,1038.42,114243
4/5/20,cpars.gov,114243,176375,50107,1.54,124.53,114243
4/5/20,ehp.niehs.nih.gov,114243,172366,88187,1.51,127.58,106226
4/5/20,halekoa.com,114243,382814,56119,3.35,139.4,114243
4/5/20,oceanexplorer.noaa.gov,114243,180383,96204,1.58,78.4,110234
4/5/20,docsteach.org,112239,641363,90192,5.71,169.82,112239
4/5/20,nodc.noaa.gov,112239,210447,54115,1.87,123.7,112239
4/5/20,ntrs.nasa.gov,112239,334711,84179,2.98,103.32,114243
4/5/20,projectreporter.nih.gov,112239,627333,84179,5.59,164.77,118251
4/5/20,shadesofgreen.org,112239,286609,74158,2.55,213.96,110234
4/5/20,uy.usembassy.gov,112239,196417,100213,1.75,107.14,112239
4/5/20,bia.gov,110234,260554,78166,2.36,82.16,106226
4/5/20,chem.nlm.nih.gov,110234,613304,84179,5.56,314.86,130277
4/5/20,gh.usembassy.gov,110234,172366,94200,1.56,210.67,108230
4/5/20,connect.acf.hhs.gov,108230,124264,8017,1.15,113.19,104222
4/5/20,echo.epa.gov,108230,268571,82175,2.48,221.28,112239
4/5/20,2016.export.gov,106226,150320,98209,1.42,75.55,106226
4/5/20,epas.uspto.gov,106226,1332833,76162,12.55,428,110234
4/5/20,es-tools.usps.com,106226,128273,52111,1.21,71.3,100213
4/5/20,postalpro.usps.com,106226,168358,90192,1.58,64.53,92196
4/5/20,wonder.cdc.gov,106226,1040211,106226,9.79,238.92,116247
4/5/20,authtest.nih.gov,104222,104222,64136,1,0,104222
4/5/20,gps.gov,104222,144307,86183,1.38,197.81,104222
4/5/20,photojournal.jpl.nasa.gov,104222,400852,80170,3.85,219.21,82175
4/5/20,usfk.mil,104222,196417,72153,1.88,65.63,104222
4/5/20,apps.bea.gov,102217,336716,82175,3.29,97.8,120256
4/5/20,archive.epa.gov,102217,152324,104222,1.49,38.24,100213
4/5/20,cac.mil,102217,234498,88187,2.29,158.14,102217
4/5/20,careers.fema.gov,102217,284605,78166,2.78,325.67,100213
4/5/20,ers.cr.usgs.gov,102217,404861,70149,3.96,194.45,100213
4/5/20,np.usembassy.gov,102217,180383,68145,1.76,79.92,102217
4/5/20,passportappointment.travel.state.gov,102217,368784,72153,3.61,164.96,86183
4/5/20,svs.gsfc.nasa.gov,102217,190405,112239,1.86,160.77,108230
4/5/20,usafa.af.mil,102217,162345,80170,1.59,64.45,100213
4/5/20,veteran.mobile.va.gov,102217,517099,92196,5.06,272,64136
4/5/20,ngs.noaa.gov,100213,316673,56119,3.16,179.26,100213
4/5/20,search.fda.gov,100213,404861,80170,4.04,329.06,44094
4/5/20,vacanteen.va.gov,100213,152324,80170,1.52,34.38,98209
4/5/20,www2a.cdc.gov,100213,314669,90192,3.14,165.02,92196
4/5/20,blog.ed.gov,98209,106226,100213,1.08,19.61,100213
4/5/20,cz.usembassy.gov,98209,154328,74158,1.57,67.96,94200
4/5/20,fastlane.nsf.gov,98209,585244,50107,5.96,158.8,100213
4/5/20,inside.niaid.nih.gov,98209,152324,16034,1.55,257.92,66141
4/5/20,intern.nasa.gov,98209,108230,50107,1.1,43.2,100213
4/5/20,nibib.nih.gov,98209,132281,88187,1.35,73.43,92196
4/5/20,nwis.waterdata.usgs.gov,98209,328699,52111,3.35,81.65,96204
4/5/20,trumanlibrary.gov,98209,170362,92196,1.73,39.98,98209
4/5/20,nasapeople.nasa.gov,96204,146311,54115,1.52,31.29,94200
4/5/20,nellis.af.mil,96204,182388,78166,1.9,119.1,96204
4/5/20,consumidor.gov,94200,246524,82175,2.62,26.06,94200
4/5/20,dia.mil,94200,224477,74158,2.38,132.66,94200
4/5/20,fpds.gov,94200,661406,44094,7.02,329.81,94200
4/5/20,georgewbush-whitehouse.archives.gov,94200,136290,86183,1.45,77.09,90192
4/5/20,gsaelibrary.gsa.gov,94200,647376,68145,6.87,357.62,94200
4/5/20,pbgc.gov,94200,256545,74158,2.72,297.15,84179
4/5/20,ae.usembassy.gov,92196,186396,78166,2.02,156.76,92196
4/5/20,ch.usembassy.gov,92196,186396,62132,2.02,182.13,92196
4/5/20,choose.va.gov,92196,92196,92196,1,0,90192
4/5/20,comptroller.defense.gov,92196,148315,44094,1.61,155.17,92196
4/5/20,cool.navy.mil,92196,188400,76162,2.04,150.85,90192
4/5/20,evisaforms.state.gov,92196,196417,66141,2.13,274.02,94200
4/5/20,eyes.nasa.gov,92196,116247,76162,1.26,62.83,88187
4/5/20,gr.usembassy.gov,92196,146311,78166,1.59,87.35,100213
4/5/20,lejeune.marines.mil,92196,162345,74158,1.76,78.41,92196
4/5/20,meshb.nlm.nih.gov,92196,446950,64136,4.85,164.93,92196
4/5/20,optn.transplant.hrsa.gov,92196,266567,50107,2.89,170.87,92196
4/5/20,au.usembassy.gov,90192,148315,82175,1.64,69.84,90192
4/5/20,bs.usembassy.gov,90192,126268,86183,1.4,96.07,90192
4/5/20,doleta.gov,90192,286609,74158,3.18,57.6,94200
4/5/20,fic.nih.gov,90192,126268,82175,1.4,71.89,96204
4/5/20,nutrition.gov,90192,186396,64136,2.07,166.58,86183
4/5/20,seedfund.nsf.gov,90192,170362,66141,1.89,89.89,86183
4/5/20,web.sba.gov,90192,168358,84179,1.87,145.27,88187
4/5/20,2001-2009.state.gov,88187,108230,84179,1.23,40.5,88187
4/5/20,dcsa.mil,88187,258550,66141,2.93,165,88187
4/5/20,educationusa.state.gov,88187,214456,66141,2.43,186.25,82175
4/5/20,fsd.gov,88187,416886,70149,4.73,66.93,88187
4/5/20,hiv.va.gov,88187,132281,86183,1.5,72.52,88187
4/5/20,hk.usconsulate.gov,88187,244520,58124,2.77,125.84,88187
4/5/20,hr.usembassy.gov,88187,116247,80170,1.32,81.52,86183
4/5/20,kw.usembassy.gov,88187,144307,78166,1.64,104.05,88187
4/5/20,mcc.gov,88187,94200,86183,1.07,37.36,88187
4/5/20,nspires.nasaprs.com,88187,721534,32068,8.18,399.14,88187
4/5/20,pl.usembassy.gov,88187,168358,70149,1.91,128.05,84179
4/5/20,pubs.niaaa.nih.gov,88187,106226,90192,1.2,49.86,96204
4/5/20,sbx.mcc.gov,88187,88187,88187,1,0,88187
4/5/20,ssai.usajobs.gov,88187,190405,16034,2.16,385.71,2004
4/5/20,telehealth.va.gov,88187,130277,68145,1.48,30.07,82175
4/5/20,19january2017snapshot.epa.gov,86183,146311,90192,1.7,81.91,98209
4/5/20,aoprals.state.gov,86183,276588,66141,3.21,186.37,88187
4/5/20,armyupress.army.mil,86183,124264,64136,1.44,35.6,84179
4/5/20,bjs.gov,86183,248528,80170,2.88,84.84,86183
4/5/20,bts.gov,86183,140298,72153,1.63,120.05,86183
4/5/20,et.usembassy.gov,86183,148315,72153,1.72,38.23,84179
4/5/20,fai.gov,86183,130277,62132,1.51,25.72,84179
4/5/20,fedramp.gov,86183,90192,68145,1.05,38.72,78166
4/5/20,govloans.gov,86183,176375,78166,2.05,281.35,86183
4/5/20,prod-earthquake.cr.usgs.gov,86183,152324,62132,1.77,41.88,88187
4/5/20,cm.usembassy.gov,84179,164349,74158,1.95,60.9,84179
4/5/20,easyread.drugabuse.gov,84179,128273,88187,1.52,99.02,86183
4/5/20,hqmc.marines.mil,84179,200426,66141,2.38,103.88,84179
4/5/20,justthinktwice.gov,84179,130277,82175,1.55,77.86,84179
4/5/20,npdb.hrsa.gov,84179,108230,50107,1.29,232.14,60128
4/5/20,nssl.noaa.gov,84179,100213,78166,1.19,55.45,84179
4/5/20,access-board.gov,82175,206439,62132,2.51,82.78,82175
4/5/20,certify.sba.gov,82175,454967,80170,5.54,270.17,88187
4/5/20,cpars.cpars.gov,82175,1497182,30064,18.22,990.85,82175
4/5/20,cw.usconsulate.gov,82175,132281,66141,1.61,60.07,82175
4/5/20,globalchange.gov,82175,136290,50107,1.66,137.66,82175
4/5/20,organdonor.gov,82175,168358,74158,2.05,110.07,82175
4/5/20,tinker.af.mil,82175,98209,54115,1.2,53.85,82175
4/5/20,trngcmd.marines.mil,82175,152324,56119,1.85,206.15,86183
4/5/20,invasivespeciesinfo.gov,80170,132281,58124,1.65,161.7,80170
4/5/20,nrd.gov,80170,268571,68145,3.35,168.4,80170
4/5/20,transportation.gov,80170,164349,72153,2.05,40.98,80170
4/5/20,e-publishing.af.mil,78166,122260,54115,1.56,90.49,78166
4/5/20,ftccomplaintassistant.gov,78166,384818,64136,4.92,257.18,78166
4/5/20,iaspub.epa.gov,78166,302643,84179,3.87,106.67,84179
4/5/20,innovation.cms.gov,78166,110234,68145,1.41,110.08,68145
4/5/20,accessgudid.nlm.nih.gov,76162,246524,50107,3.24,143.95,76162
4/5/20,earthdata.nasa.gov,76162,114243,80170,1.5,86.34,72153
4/5/20,edgarfiling.sec.gov,76162,956032,26055,12.55,630.13,74158
4/5/20,its.gov,76162,86183,70149,1.13,2.53,76162
4/5/20,phil.cdc.gov,76162,136290,82175,1.79,37.24,74158
4/5/20,sheppard.af.mil,76162,162345,32068,2.13,141.5,76162
4/5/20,sn.usembassy.gov,76162,122260,42089,1.61,137.45,74158
4/5/20,spaceforce.mil,76162,220469,60128,2.89,81.34,76162
4/5/20,ssd.noaa.gov,76162,160341,50107,2.11,62.45,76162
4/5/20,cfo.usps.com,74158,258550,52111,3.49,318.67,70149
4/5/20,pt.usembassy.gov,74158,100213,66141,1.35,23.38,74158
4/5/20,scott.af.mil,74158,164349,40085,2.22,268.92,74158
4/5/20,visibleearth.nasa.gov,74158,499061,52111,6.73,422.46,70149
4/5/20,centcom.mil,72153,160341,50107,2.22,228.72,72153
4/5/20,cu.usembassy.gov,72153,98209,74158,1.36,39.75,70149
4/5/20,fas.usda.gov,72153,509082,60128,7.06,178.61,64136
4/5/20,glerl.noaa.gov,72153,190405,54115,2.64,94.94,72153
4/5/20,hill.af.mil,72153,184392,60128,2.56,83.22,74158
4/5/20,maxwell.af.mil,72153,96204,60128,1.33,27.28,70149
4/5/20,amberalert.ojp.gov,70149,130277,66141,1.86,48.34,70149
4/5/20,dcpas.osd.mil,70149,158337,52111,2.26,153.37,70149
4/5/20,girlshealth.gov,70149,124264,68145,1.77,37.6,70149
4/5/20,houston.va.gov,70149,132281,44094,1.89,47,70149
4/5/20,m.waterdata.usgs.gov,70149,118251,36077,1.69,63.6,66141
4/5/20,moon.nasa.gov,70149,130277,68145,1.86,69.49,72153
4/5/20,openpaymentsdata.cms.gov,70149,432920,22047,6.17,515.77,68145
4/5/20,www2.census.gov,70149,354754,48102,5.06,205.34,52111
4/5/20,account.mymedicare.gov,68145,114243,58124,1.68,184.68,52111
4/5/20,airuniversity.af.edu,68145,140298,48102,2.06,264.85,64136
4/5/20,crimesolutions.gov,68145,180383,58124,2.65,234.21,68145
4/5/20,digital.gov,68145,100213,46098,1.47,25.88,70149
4/5/20,drought.gov,68145,82175,60128,1.21,6.53,68145
4/5/20,foia.gov,68145,94200,60128,1.38,84.18,68145
4/5/20,luke.af.mil,68145,110234,40085,1.62,45.82,68145
4/5/20,msha.gov,68145,158337,58124,2.32,129.62,66141
4/5/20,oalj.dol.gov,68145,140298,12026,2.06,27.06,66141
4/5/20,ors.od.nih.gov,68145,166354,54115,2.44,66.44,68145
4/5/20,search.us-cert.gov,68145,112239,62132,1.65,70.88,60128
4/5/20,toxtown.nlm.nih.gov,68145,178379,58124,2.62,30.65,70149
4/5/20,usaspending.gov,68145,571214,58124,8.38,208.85,66141
4/5/20,waterwatch.usgs.gov,68145,98209,32068,1.44,37.32,68145
4/5/20,arpc.afrc.af.mil,66141,98209,32068,1.48,141.39,62132
4/5/20,authdev.nih.gov,66141,102217,56119,1.55,1.33,66141
4/5/20,eoffer.gsa.gov,66141,1024177,12026,15.48,483.18,68145
4/5/20,export.gov,66141,78166,54115,1.18,50.94,64136
4/5/20,meetings.nsf.gov,66141,214456,12026,3.24,279.48,66141
4/5/20,minorityhealth.hhs.gov,66141,114243,54115,1.73,147.64,68145
4/5/20,mrdata.usgs.gov,66141,124264,50107,1.88,142,66141
4/5/20,nwk.usace.army.mil,66141,124264,32068,1.88,38.48,64136
4/5/20,openi.nlm.nih.gov,66141,126268,70149,1.91,33.88,64136
4/5/20,plainlanguage.gov,66141,88187,62132,1.33,37.51,66141
4/5/20,rs.usembassy.gov,66141,96204,66141,1.45,126.03,68145
4/5/20,snaped.fns.usda.gov,66141,94200,60128,1.42,78.06,68145
4/5/20,visualsonline.cancer.gov,66141,84179,54115,1.27,80.24,64136
4/5/20,childcare.gov,64136,150320,58124,2.34,226.94,64136
4/5/20,evus.gov,64136,92196,46098,1.44,94.28,64136
4/5/20,gibill.custhelp.va.gov,64136,170362,68145,2.66,188.81,54115
4/5/20,hu.usembassy.gov,64136,98209,52111,1.53,99.59,60128
4/5/20,lb.usembassy.gov,64136,90192,54115,1.41,22.56,66141
4/5/20,lre.usace.army.mil,64136,200426,34072,3.13,321.85,62132
4/5/20,navycollege.navy.mil,64136,104222,52111,1.63,231.41,64136
4/5/20,pages.nist.gov,64136,118251,36077,1.84,249.44,64136
4/5/20,sewp.nasa.gov,64136,487035,22047,7.59,480.53,64136
4/5/20,abmc.gov,62132,322686,48102,5.19,109.97,62132
4/5/20,be.usembassy.gov,62132,90192,52111,1.45,81.87,62132
4/5/20,ciencia.nasa.gov,62132,78166,62132,1.26,139.39,58124
4/5/20,dni.gov,62132,248528,58124,4,248.19,62132
4/5/20,insurekidsnow.gov,62132,90192,50107,1.45,42.65,58124
4/5/20,ir.usembassy.gov,62132,92196,58124,1.48,39.97,62132
4/5/20,jba.af.mil,62132,112239,50107,1.81,25.35,60128
4/5/20,ladsweb.modaps.eosdis.nasa.gov,62132,466993,20043,7.52,1237,92196
4/5/20,lincs.ed.gov,62132,154328,28060,2.48,113.1,62132
4/5/20,marforres.marines.mil,62132,166354,42089,2.68,106.9,62132
4/5/20,me.usembassy.gov,62132,70149,6013,1.13,65.16,62132
4/5/20,sg.usembassy.gov,62132,102217,44094,1.65,49.84,62132
4/5/20,tz.usembassy.gov,62132,98209,52111,1.58,109.77,62132
4/5/20,whistleblowers.gov,62132,92196,54115,1.48,76.55,62132
4/5/20,charts.noaa.gov,60128,86183,40085,1.43,59.17,62132
4/5/20,edwards.af.mil,60128,92196,36077,1.53,42.37,60128
4/5/20,first.uscis.gov,60128,108230,34072,1.8,143.07,60128
4/5/20,fletc.gov,60128,244520,58124,4.07,157.77,60128
4/5/20,imls.gov,60128,82175,34072,1.37,26.83,58124
4/5/20,kh.usembassy.gov,60128,142302,50107,2.37,118.5,52111
4/5/20,rethinkingdrinking.niaaa.nih.gov,60128,90192,48102,1.5,48.43,60128
4/5/20,zw.usembassy.gov,60128,84179,50107,1.4,22.13,60128
4/5/20,accesstocare.va.gov,58124,98209,52111,1.69,46.59,50107
4/5/20,account.uspto.gov,58124,88187,50107,1.52,115.69,48102
4/5/20,af.usembassy.gov,58124,102217,46098,1.76,151.9,52111
4/5/20,al.usembassy.gov,58124,116247,52111,2,75.93,60128
4/5/20,armymwr.com,58124,110234,42089,1.9,62.65,58124
4/5/20,dayton.va.gov,58124,100213,16034,1.72,123.59,44094
4/5/20,drivethru.gsa.gov,58124,440937,22047,7.59,323.31,58124
4/5/20,iq.usembassy.gov,58124,148315,48102,2.55,122.24,56119
4/5/20,missingmail.usps.com,58124,68145,52111,1.17,75.96,64136
4/5/20,moneyfactory.gov,58124,230490,50107,3.97,204.38,58124
4/5/20,ojp.gov,58124,160341,60128,2.76,34.76,60128
4/5/20,pacom.mil,58124,104222,50107,1.79,150.55,58124
4/5/20,sanctuaries.noaa.gov,58124,242515,52111,4.17,189.21,56119
4/5/20,www1.eeoc.gov,58124,106226,52111,1.83,181.45,58124
4/5/20,1940census.archives.gov,56119,282601,32068,5.04,382.04,52111
4/5/20,dodcio.defense.gov,56119,98209,56119,1.75,35.75,60128
4/5/20,einfo.eoir.justice.gov,56119,274584,14030,4.89,358.97,64136
4/5/20,findtreatment.samhsa.gov,56119,150320,62132,2.68,124.75,70149
4/5/20,ie.usembassy.gov,56119,160341,56119,2.86,172.36,66141
4/5/20,jwst.nasa.gov,56119,112239,48102,2,233.82,58124
4/5/20,mor.nlm.nih.gov,56119,214456,4009,3.82,285.89,56119
4/5/20,secure.rrb.gov,56119,442942,30064,7.89,136.04,52111
4/5/20,wwwndev.cdc.gov,56119,106226,56119,1.89,32.04,56119
4/5/20,zh.usps.com,56119,84179,38081,1.5,51.32,56119
4/5/20,apprenticeship.gov,54115,100213,48102,1.85,49.11,54115
4/5/20,data.cdc.gov,54115,208443,54115,3.85,121.15,42089
4/5/20,efile.eoir.justice.gov,54115,703495,12026,13,477.15,46098
4/5/20,foreignlaborcert.doleta.gov,54115,100213,36077,1.85,67.56,58124
4/5/20,hcup-us.ahrq.gov,54115,120256,34072,2.22,173.41,56119
4/5/20,healthdata.gov,54115,142302,50107,2.63,76.59,54115
4/5/20,icert.doleta.gov,54115,94200,44094,1.74,189.56,50107
4/5/20,oceantoday.noaa.gov,54115,124264,48102,2.3,100.33,54115
4/5/20,oig.justice.gov,54115,66141,46098,1.22,52.78,56119
4/5/20,piv.idmanagement.gov,54115,134285,46098,2.48,75.63,54115
4/5/20,quantico.marines.mil,54115,86183,42089,1.59,58.37,54115
