DatePulled2,domain,visits2,pageviews2,users2,pageviews_per_session2,avg_session_duration2,exits2
5/17/20,th.usembassy.gov,208747,293239,149105,1.4,54.37,206261
5/17/20,niaaa.nih.gov,206261,268388,193836,1.3,119.66,203776
5/17/20,trumanlibrary.gov,206261,333000,171470,1.61,68.47,206261
5/17/20,bjs.gov,203776,419978,171470,2.06,144.7,203776
5/17/20,ers.cr.usgs.gov,198806,1103374,99403,5.55,249.03,188866
5/17/20,kr.usembassy.gov,198806,412523,178926,2.08,110.15,198806
5/17/20,edsitement.neh.gov,196321,300694,176441,1.53,106.38,196321
5/17/20,nij.ojp.gov,196321,283299,159045,1.44,51.78,201291
5/17/20,nwis.waterdata.usgs.gov,196321,457254,72067,2.33,108.94,183896
5/17/20,cr.usembassy.gov,193836,275844,159045,1.42,136.08,188866
5/17/20,fastlane.nsf.gov,193836,767889,37276,3.96,138.78,178926
5/17/20,usability.gov,193836,377732,111828,1.95,94.23,193836
5/17/20,farmers.gov,191351,534292,156560,2.79,92.35,188866
5/17/20,owcpmed.dol.gov,188866,464710,64612,2.46,230.79,176441
5/17/20,sbir.gov,188866,521866,134194,2.76,72.26,188866
5/17/20,faq.coronavirus.gov,186381,499501,164015,2.68,46.37,186381
5/17/20,oceanexplorer.noaa.gov,186381,298209,139164,1.6,94.25,188866
5/17/20,oese.ed.gov,186381,929419,77037,4.99,182.36,206261
5/17/20,projectreporter.nih.gov,186381,5186357,121769,27.83,547.77,181411
5/17/20,scijinks.gov,186381,335485,156560,1.8,86.72,186381
5/17/20,seer.cancer.gov,186381,437374,134194,2.35,167.79,191351
5/17/20,usaspending.gov,186381,864807,59642,4.64,309.33,176441
5/17/20,easyread.drugabuse.gov,183896,246023,181411,1.34,56.03,181411
5/17/20,myeverify.uscis.gov,183896,956755,109343,5.2,179.88,156560
5/17/20,neh.gov,183896,280814,134194,1.53,119.22,181411
5/17/20,ngdc.noaa.gov,183896,1163016,94433,6.32,217.97,181411
5/17/20,securityawareness.usalearning.gov,183896,350396,124254,1.91,143.2,183896
5/17/20,volcanoes.usgs.gov,183896,357851,139164,1.95,96.54,166500
5/17/20,voyager.jpl.nasa.gov,183896,429918,124254,2.34,124.22,168985
5/17/20,fr.usembassy.gov,181411,310635,139164,1.71,230.41,173955
5/17/20,ntrs.nasa.gov,181411,661031,154075,3.64,247.22,178926
5/17/20,cool.navy.mil,178926,382702,79522,2.14,217.79,171470
5/17/20,ebuy.gsa.gov,178926,1389158,27336,7.76,502.26,186381
5/17/20,eitc.irs.gov,178926,246023,144134,1.37,39.67,159045
5/17/20,fvap.gov,178926,432403,126739,2.42,222.43,178926
5/17/20,prodpx-promotool.usps.com,178926,186381,154075,1.04,19.14,146620
5/17/20,itis.gov,176441,377732,146620,2.14,78.72,176441
5/17/20,nrc.gov,176441,454769,154075,2.58,226.14,176441
5/17/20,2001-2009.state.gov,173955,196321,171470,1.13,71.26,173955
5/17/20,accesstocare.va.gov,171470,273359,126739,1.59,74.64,164015
5/17/20,dcsa.mil,171470,469680,106858,2.74,117.58,171470
5/17/20,svs.gsfc.nasa.gov,171470,352881,154075,2.06,217.25,164015
5/17/20,enviro.epa.gov,168985,487075,149105,2.88,113.87,313120
5/17/20,nhsc.hrsa.gov,168985,511926,126739,3.03,86.31,159045
5/17/20,search.archives.gov,168985,350396,129224,2.07,116.03,146620
5/17/20,usdasearch.usda.gov,168985,298209,101888,1.76,140.99,161530
5/17/20,rma.usda.gov,166500,380217,34791,2.28,134.24,161530
5/17/20,authtest.nih.gov,164015,166500,94433,1.02,13.8,164015
5/17/20,bhw.hrsa.gov,164015,444829,106858,2.71,122.62,159045
5/17/20,bones.nih.gov,164015,188866,166500,1.15,158.82,151590
5/17/20,gr.usembassy.gov,164015,355366,99403,2.17,89.58,164015
5/17/20,careers.state.gov,161530,303179,136679,1.88,84.28,161530
5/17/20,cuidadodesalud.gov,161530,422463,119284,2.62,71.83,161530
5/17/20,data.cms.gov,159045,392642,72067,2.47,124.02,156560
5/17/20,esd.whs.mil,159045,395127,109343,2.48,156.84,151590
5/17/20,nationalmuseum.af.mil,159045,265903,114314,1.67,75.55,151590
5/17/20,access-board.gov,156560,382702,121769,2.44,83.51,156560
5/17/20,missingmail.usps.com,156560,191351,129224,1.22,130.95,161530
5/17/20,psnet.ahrq.gov,156560,260933,116799,1.67,113.41,156560
5/17/20,store.usgs.gov,156560,792740,116799,5.06,311.51,151590
5/17/20,amberalert.ojp.gov,154075,246023,146620,1.6,21.63,154075
5/17/20,history.nasa.gov,154075,258448,139164,1.68,130.55,159045
5/17/20,sa.usembassy.gov,154075,253478,134194,1.65,55.11,151590
5/17/20,store.samhsa.gov,154075,285784,119284,1.85,73.69,149105
5/17/20,uscg.mil,154075,337971,116799,2.19,200.47,134194
5/17/20,usembassy.gov,154075,362821,159045,2.35,75.24,178926
5/17/20,2009-2017.state.gov,151590,206261,136679,1.36,82.43,151590
5/17/20,choosework.ssa.gov,151590,178926,146620,1.18,51.03,144134
5/17/20,webapps.dol.gov,151590,469680,144134,3.1,106.41,129224
5/17/20,index.va.gov,149105,705762,111828,4.73,278.6,129224
5/17/20,jo.usembassy.gov,149105,285784,77037,1.92,129.65,146620
5/17/20,ke.usembassy.gov,149105,193836,139164,1.3,43.62,146620
5/17/20,ope.ed.gov,149105,183896,96918,1.23,64.87,161530
5/17/20,secure.ssa.gov,149105,469680,159045,3.15,196.75,144134
5/17/20,ciencia.nasa.gov,146620,233597,134194,1.59,100.95,146620
5/17/20,imls.gov,146620,231112,101888,1.58,83.25,144134
5/17/20,it.usembassy.gov,146620,248508,156560,1.69,114.75,144134
5/17/20,seedfund.nsf.gov,146620,278329,114314,1.9,72.44,151590
5/17/20,usace.army.mil,146620,253478,136679,1.73,165.73,136679
5/17/20,collegescorecard.ed.gov,144134,300694,114314,2.09,76.85,139164
5/17/20,secure.rrb.gov,144134,1322061,42246,9.17,173.19,141649
5/17/20,dco.uscg.mil,141649,335485,101888,2.37,251.09,139164
5/17/20,grants.nih.gov,141649,238567,101888,1.68,101.11,141649
5/17/20,pk.usembassy.gov,141649,263418,89463,1.86,46.28,141649
5/17/20,search.usembassy.gov,141649,188866,89463,1.33,33.81,121769
5/17/20,sites.ed.gov,141649,208747,96918,1.47,131.53,121769
5/17/20,usar.army.mil,141649,380217,94433,2.68,150.02,141649
5/17/20,effectivehealthcare.ahrq.gov,139164,176441,126739,1.27,43.18,139164
5/17/20,gab.usps.com,139164,258448,109343,1.86,298.02,77037
5/17/20,meshb.nlm.nih.gov,139164,1252479,86978,9,183.13,188866
5/17/20,nass.usda.gov,139164,467195,86978,3.36,123.41,124254
5/17/20,ntp.niehs.nih.gov,139164,27336,139164,0.2,2.61,22366
5/17/20,pubag.nal.usda.gov,139164,223657,126739,1.61,65.73,141649
5/17/20,cac.mil,136679,191351,116799,1.4,69.44,136679
5/17/20,es.usembassy.gov,136679,246023,119284,1.8,84.16,141649
5/17/20,ginniemae.gov,136679,213717,57157,1.56,126.51,129224
5/17/20,mentalhealth.gov,136679,208747,106858,1.53,59.18,136679
5/17/20,nfc.usda.gov,136679,241053,94433,1.76,36.05,141649
5/17/20,nssl.noaa.gov,136679,218687,104373,1.6,90.16,134194
5/17/20,secsearch.sec.gov,136679,300694,121769,2.2,179.2,67097
5/17/20,disa.mil,134194,186381,106858,1.39,51.74,129224
5/17/20,docsteach.org,134194,499501,89463,3.72,223.24,134194
5/17/20,afpc.af.mil,131709,228627,114314,1.74,78.6,134194
5/17/20,gt.usembassy.gov,131709,193836,116799,1.47,87.19,136679
5/17/20,nibib.nih.gov,131709,178926,126739,1.36,233.17,124254
5/17/20,secretservice.gov,131709,216202,111828,1.64,51.72,131709
5/17/20,dcpas.osd.mil,129224,191351,82008,1.48,52.15,129224
5/17/20,hn.usembassy.gov,129224,188866,96918,1.46,42.33,129224
5/17/20,nationalguard.mil,129224,586478,111828,4.54,80.15,129224
5/17/20,pbgc.gov,129224,574053,111828,4.44,263.69,124254
5/17/20,vacanteen.va.gov,129224,183896,106858,1.42,143.58,126739
5/17/20,americanenglish.state.gov,126739,345426,96918,2.73,69.41,121769
5/17/20,cameochemicals.noaa.gov,126739,385187,104373,3.04,117.84,126739
5/17/20,meetings.nsf.gov,126739,479620,12425,3.78,243.29,139164
5/17/20,organdonor.gov,126739,149105,101888,1.18,15.8,126739
5/17/20,uscirf.gov,126739,218687,109343,1.73,137.88,126739
5/17/20,airforcemedicine.af.mil,124254,375247,99403,3.02,212.74,124254
5/17/20,dia.mil,124254,300694,89463,2.42,138.22,124254
5/17/20,hr.usembassy.gov,124254,146620,121769,1.18,102.76,124254
5/17/20,nepis.epa.gov,124254,400097,141649,3.22,61.24,141649
5/17/20,nodc.noaa.gov,124254,337971,39761,2.72,256.18,119284
5/17/20,first.uscis.gov,121769,246023,57157,2.02,108.78,114314
5/17/20,moon.nasa.gov,121769,201291,106858,1.65,78.39,121769
5/17/20,oit.va.gov,121769,228627,89463,1.88,94.96,121769
5/17/20,search.fda.gov,121769,636180,91948,5.22,457.96,54672
5/17/20,search.justice.gov,121769,310635,89463,2.55,78.73,119284
5/17/20,bja.ojp.gov,119284,303179,84493,2.54,253.19,116799
5/17/20,cesdata.bls.gov,119284,618784,91948,5.19,283.44,119284
5/17/20,globaldossier.uspto.gov,119284,196321,32306,1.65,226.33,121769
5/17/20,ie.usembassy.gov,119284,203776,104373,1.71,132.21,109343
5/17/20,m.waterdata.usgs.gov,119284,141649,49702,1.19,75.9,99403
5/17/20,nutrition.gov,119284,246023,89463,2.06,273.87,116799
5/17/20,rethinkingdrinking.niaaa.nih.gov,119284,248508,104373,2.08,78.02,121769
5/17/20,teen.smokefree.gov,119284,193836,106858,1.62,25.31,119284
5/17/20,urs.earthdata.nasa.gov,119284,320575,42246,2.69,241.12,94433
5/17/20,armyupress.army.mil,116799,258448,86978,2.21,89.68,114314
5/17/20,ftccomplaintassistant.gov,116799,593934,101888,5.09,265.36,116799
5/17/20,gpm.nasa.gov,116799,226142,82008,1.94,102.66,119284
5/17/20,pl.usembassy.gov,116799,233597,104373,2,187.23,114314
5/17/20,ar.usembassy.gov,114314,168985,96918,1.48,73.3,114314
5/17/20,ferc.gov,114314,263418,82008,2.3,199.28,111828
5/17/20,jbsa.mil,114314,168985,99403,1.48,90.33,114314
5/17/20,mymoney.gov,114314,253478,96918,2.22,135.78,114314
5/17/20,physics.nist.gov,114314,265903,106858,2.33,32.61,116799
5/17/20,19january2017snapshot.epa.gov,111828,248508,91948,2.22,141.29,114314
5/17/20,bs.usembassy.gov,111828,134194,91948,1.2,19.62,111828
5/17/20,certify.sba.gov,111828,626240,91948,5.6,263.42,121769
5/17/20,es-tools.usps.com,111828,198806,74552,1.78,56.31,111828
5/17/20,fedramp.gov,111828,149105,77037,1.33,72.33,99403
5/17/20,jm.usembassy.gov,111828,168985,96918,1.51,57.78,114314
5/17/20,ng.usembassy.gov,111828,181411,91948,1.62,87.62,111828
5/17/20,vietnamese.cdc.gov,111828,648605,72067,5.8,33.18,111828
5/17/20,bphc.hrsa.gov,109343,176441,59642,1.61,98.34,114314
5/17/20,cloud.mil,109343,308150,89463,2.82,167.5,109343
5/17/20,earthdata.nasa.gov,109343,144134,106858,1.32,85.41,96918
5/17/20,ec.usembassy.gov,109343,198806,64612,1.82,218.14,109343
5/17/20,ht.usembassy.gov,109343,168985,104373,1.55,45.8,109343
5/17/20,iqrs.npdb.hrsa.gov,109343,295724,37276,2.7,308.98,134194
5/17/20,nifa.usda.gov,109343,241053,96918,2.2,118.75,106858
5/17/20,tz.usembassy.gov,109343,161530,82008,1.48,138.34,111828
5/17/20,vote.gov,109343,193836,106858,1.77,36.2,109343
5/17/20,za.usembassy.gov,109343,178926,106858,1.64,115.39,109343
5/17/20,archive.epa.gov,106858,173955,129224,1.63,58.07,101888
5/17/20,beta.nsf.gov,106858,121769,106858,1.14,5.21,104373
5/17/20,coast.noaa.gov,106858,159045,67097,1.49,457.21,101888
5/17/20,eg.usembassy.gov,106858,241053,89463,2.26,212.19,114314
5/17/20,ehp.niehs.nih.gov,106858,159045,86978,1.49,170.49,104373
5/17/20,g5.gov,106858,283299,39761,2.65,298.28,106858
5/17/20,gh.usembassy.gov,106858,188866,82008,1.77,58.93,106858
5/17/20,mbda.gov,106858,198806,77037,1.86,184.26,106858
5/17/20,pa.usembassy.gov,106858,183896,67097,1.72,140.23,101888
5/17/20,recruiting.army.mil,106858,203776,86978,1.91,206.91,104373
5/17/20,usafa.af.mil,106858,181411,96918,1.7,111.02,109343
5/17/20,yali.state.gov,106858,146620,79522,1.37,141.61,106858
5/17/20,apprenticeship.gov,104373,159045,57157,1.52,69.52,104373
5/17/20,bd.usembassy.gov,104373,193836,89463,1.86,83.67,104373
5/17/20,bia.gov,104373,258448,89463,2.48,129,104373
5/17/20,eur.army.mil,104373,228627,82008,2.19,132.76,101888
5/17/20,glerl.noaa.gov,101888,166500,79522,1.63,27,96918
5/17/20,gps.gov,101888,136679,82008,1.34,83.88,101888
5/17/20,invasivespeciesinfo.gov,101888,168985,74552,1.66,95.02,101888
5/17/20,ncifrederick.cancer.gov,101888,303179,7455,2.98,668.07,109343
5/17/20,niccs.us-cert.gov,101888,295724,47216,2.9,125.34,101888
5/17/20,occ.gov,101888,126739,89463,1.24,24.07,99403
5/17/20,occ.treas.gov,101888,139164,94433,1.37,95.17,101888
5/17/20,ojp.gov,101888,300694,67097,2.95,405.63,94433
5/17/20,wonder.cdc.gov,101888,613814,121769,6.02,144.44,119284
5/17/20,careers.fema.gov,99403,246023,89463,2.48,147.75,96918
5/17/20,consumidor.gov,99403,241053,91948,2.43,59.15,99403
5/17/20,fpds.gov,99403,402583,54672,4.05,210.18,99403
5/17/20,ni.usembassy.gov,99403,156560,72067,1.58,26.93,101888
5/17/20,repository.niddk.nih.gov,99403,524351,4970,5.28,399.35,101888
5/17/20,sv.usembassy.gov,99403,238567,82008,2.4,221.25,99403
5/17/20,accessgudid.nlm.nih.gov,96918,375247,39761,3.87,250.1,96918
5/17/20,dcms.uscg.mil,96918,231112,82008,2.38,101.26,101888
5/17/20,eda.gov,96918,236082,62127,2.44,151.41,96918
5/17/20,fees.uspto.gov,96918,725643,82008,7.49,502.33,226142
5/17/20,hu.usembassy.gov,96918,154075,74552,1.59,51.79,96918
5/17/20,innovation.cms.gov,96918,136679,72067,1.41,129.51,84493
5/17/20,lre.usace.army.mil,96918,186381,42246,1.92,144.41,96918
5/17/20,npdb.hrsa.gov,96918,159045,59642,1.64,119.97,74552
5/17/20,charts.noaa.gov,94433,144134,67097,1.53,32.47,94433
5/17/20,childcare.gov,94433,164015,74552,1.74,116.95,94433
5/17/20,gispub.epa.gov,94433,126739,42246,1.34,58.13,99403
5/17/20,np.usembassy.gov,94433,136679,72067,1.45,21.39,91948
5/17/20,or.water.usgs.gov,94433,111828,17396,1.18,70.37,94433
5/17/20,sanctuaries.noaa.gov,94433,213717,77037,2.26,185.11,96918
5/17/20,snaped.fns.usda.gov,94433,121769,84493,1.29,22.95,91948
5/17/20,ssai.usajobs.gov,94433,141649,17396,1.5,301.26,7455
5/17/20,st-va.ncbi.nlm.nih.gov,94433,141649,89463,1.5,68,96918
5/17/20,apps.bea.gov,91948,340456,62127,3.7,228.95,89463
5/17/20,digital.gov,91948,111828,49702,1.22,21.89,89463
5/17/20,eol.jsc.nasa.gov,91948,203776,89463,2.22,93.97,101888
5/17/20,msha.gov,91948,198806,57157,2.16,195.68,91948
5/17/20,nicsezcheckfbi.gov,91948,134194,27336,1.46,179.13,91948
5/17/20,openi.nlm.nih.gov,91948,111828,91948,1.22,106,86978
5/17/20,airuniversity.af.edu,89463,223657,67097,2.5,134.06,89463
5/17/20,epas.uspto.gov,89463,884688,47216,9.89,408.64,86978
5/17/20,founders.archives.gov,89463,156560,72067,1.75,108.03,89463
5/17/20,fsd.gov,89463,407553,77037,4.56,117.67,89463
5/17/20,govloans.gov,89463,156560,74552,1.75,247.47,84493
5/17/20,mor.nlm.nih.gov,89463,342941,2485,3.83,845.14,96918
5/17/20,chem.nlm.nih.gov,86978,422463,86978,4.86,273.88,86978
5/17/20,cpars.gov,86978,124254,54672,1.43,173.8,86978
5/17/20,id.usembassy.gov,86978,126739,49702,1.46,96.06,84493
5/17/20,safetydata.fra.dot.gov,86978,104373,9940,1.2,12.2,86978
5/17/20,2016.export.gov,84493,116799,64612,1.38,30.5,84493
5/17/20,blog.dol.gov,84493,119284,77037,1.41,74.82,82008
5/17/20,connect.acf.hhs.gov,84493,91948,7455,1.09,179.23,77037
5/17/20,educationusa.state.gov,84493,176441,79522,2.09,144.71,89463
5/17/20,images.nasa.gov,84493,149105,101888,1.76,160.5,86978
5/17/20,j1visa.state.gov,84493,181411,86978,2.15,98.71,82008
5/17/20,korean.cdc.gov,84493,136679,64612,1.62,49.35,82008
5/17/20,mcc.gov,84493,136679,79522,1.62,24.29,84493
5/17/20,npin.cdc.gov,84493,134194,86978,1.59,110.62,74552
5/17/20,oceantoday.noaa.gov,84493,116799,74552,1.38,42.94,84493
5/17/20,search.dea.gov,84493,111828,22366,1.32,45.38,82008
5/17/20,ttbonline.gov,84493,139164,82008,1.65,8.44,84493
5/17/20,www2a.cdc.gov,84493,208747,69582,2.47,93.94,77037
5/17/20,archive.defense.gov,82008,121769,69582,1.48,35.09,79522
5/17/20,blog.ed.gov,82008,91948,82008,1.12,18.36,82008
5/17/20,e-publishing.af.mil,82008,173955,59642,2.12,147.91,84493
5/17/20,export.gov,82008,111828,67097,1.36,84.76,82008
5/17/20,justthinktwice.gov,82008,191351,72067,2.33,120.45,79522
5/17/20,patentcenter.uspto.gov,82008,119284,19881,1.45,189.91,84493
5/17/20,photojournal.jpl.nasa.gov,82008,402583,59642,4.91,247.94,69582
5/17/20,portal.gdc.cancer.gov,82008,119284,59642,1.45,68.3,77037
5/17/20,vehiclehistory.bja.ojp.gov,82008,136679,79522,1.67,31.12,82008
5/17/20,zh.usps.com,82008,106858,29821,1.3,54.67,77037
5/17/20,account.mymedicare.gov,79522,126739,72067,1.59,225.88,79522
5/17/20,be.usembassy.gov,77037,104373,42246,1.35,91.58,69582
5/17/20,cnrfc.noaa.gov,77037,141649,22366,1.84,5.74,77037
5/17/20,dodcio.defense.gov,77037,101888,72067,1.32,58.39,77037
5/17/20,eyes.nasa.gov,77037,134194,77037,1.74,125,82008
5/17/20,inciweb.nwcg.gov,77037,124254,67097,1.61,45.87,77037
5/17/20,kh.usembassy.gov,77037,121769,32306,1.58,229.9,69582
5/17/20,lincs.ed.gov,77037,139164,22366,1.81,149.84,79522
5/17/20,pubs.er.usgs.gov,77037,131709,64612,1.71,128.94,74552
5/17/20,trngcmd.marines.mil,77037,139164,57157,1.81,162.9,72067
5/17/20,ch.usembassy.gov,74552,139164,62127,1.87,239.77,72067
5/17/20,connect.usa.gov,74552,94433,64612,1.27,68.37,62127
5/17/20,gsaelibrary.gsa.gov,74552,656060,57157,8.8,343.43,89463
5/17/20,hiv.va.gov,74552,114314,69582,1.53,24.5,74552
5/17/20,iq.usembassy.gov,74552,121769,59642,1.63,118.6,74552
5/17/20,research.va.gov,74552,104373,62127,1.4,91.1,67097
5/17/20,southcom.mil,74552,106858,14910,1.43,266.6,59642
5/17/20,bts.gov,72067,111828,64612,1.55,146.21,72067
5/17/20,crimesolutions.gov,72067,141649,44731,1.97,210.66,72067
5/17/20,dz.usembassy.gov,72067,104373,62127,1.45,52.76,69582
5/17/20,fas.usda.gov,72067,352881,64612,4.9,79.62,74552
5/17/20,georgewbush-whitehouse.archives.gov,72067,116799,59642,1.62,87.69,69582
5/17/20,helpwithmybank.gov,72067,203776,67097,2.83,105.62,72067
5/17/20,mildenhall.af.mil,72067,136679,19881,1.9,117.83,69582
5/17/20,mutcd.fhwa.dot.gov,72067,134194,64612,1.86,134.31,74552
5/17/20,nationalgangcenter.gov,72067,303179,57157,4.21,278.07,72067
5/17/20,oalj.dol.gov,72067,223657,19881,3.1,33.07,77037
5/17/20,pubs.niaaa.nih.gov,72067,91948,84493,1.28,133.69,69582
5/17/20,tools.niehs.nih.gov,72067,139164,29821,1.93,45.17,77037
5/17/20,toxtutor.nlm.nih.gov,72067,99403,62127,1.38,219.31,67097
5/17/20,tsunami.gov,72067,89463,64612,1.24,31.48,72067
5/17/20,wpafb.af.mil,72067,121769,54672,1.69,187.66,72067
5/17/20,al.usembassy.gov,69582,104373,34791,1.5,51.11,69582
5/17/20,atlanticarea.uscg.mil,69582,228627,47216,3.29,90.86,77037
5/17/20,ctep.cancer.gov,69582,91948,47216,1.32,96.64,64612
5/17/20,edwards.af.mil,69582,84493,59642,1.21,22.5,69582
5/17/20,ge.usembassy.gov,69582,121769,57157,1.75,84.71,69582
5/17/20,nrd.gov,69582,250993,44731,3.61,214.39,69582
5/17/20,toxtown.nlm.nih.gov,69582,144134,67097,2.07,46.46,67097
5/17/20,ug.usembassy.gov,69582,91948,62127,1.32,52.61,67097
5/17/20,veteran.mobile.va.gov,69582,275844,44731,3.96,358.22,52187
5/17/20,cfo.usps.com,67097,241053,57157,3.59,339.22,72067
5/17/20,doleta.gov,67097,134194,62127,2,45.04,64612
5/17/20,minorityhealth.hhs.gov,67097,101888,44731,1.52,77.07,69582
5/17/20,shadesofgreen.org,67097,144134,34791,2.15,167.04,67097
5/17/20,aoprals.state.gov,64612,173955,27336,2.69,176.85,64612
5/17/20,cu.usembassy.gov,64612,91948,52187,1.42,41.73,64612
5/17/20,findahealthcenter.hrsa.gov,64612,69582,54672,1.08,36.96,64612
5/17/20,giss.nasa.gov,64612,116799,52187,1.81,96.77,69582
5/17/20,halekoa.com,64612,126739,37276,1.96,120.23,64612
5/17/20,hqmc.marines.mil,64612,119284,57157,1.85,87.69,69582
5/17/20,jcs.mil,64612,273359,54672,4.23,155.31,64612
5/17/20,jwst.nasa.gov,64612,96918,52187,1.5,148.35,57157
5/17/20,search.gsa.gov,64612,96918,42246,1.5,19.69,57157
5/17/20,ua.usembassy.gov,64612,79522,57157,1.23,51.69,67097
5/17/20,www-spof.gsfc.nasa.gov,64612,74552,59642,1.15,4.85,64612
5/17/20,alpha.sam.gov,62127,377732,2485,6.08,789.28,62127
5/17/20,bg.usembassy.gov,62127,84493,59642,1.36,57.68,64612
5/17/20,bhs.econ.census.gov,62127,82008,49702,1.32,5.6,62127
5/17/20,ccmc.gsfc.nasa.gov,62127,156560,22366,2.52,288.28,64612
5/17/20,dodig.mil,62127,228627,29821,3.68,193.84,62127
5/17/20,firms.modaps.eosdis.nasa.gov,62127,116799,37276,1.88,346,59642
5/17/20,gibill.custhelp.va.gov,62127,164015,54672,2.64,114.28,54672
5/17/20,healthdata.gov,62127,134194,54672,2.16,32.68,62127
5/17/20,insurekidsnow.gov,62127,74552,52187,1.2,57.88,62127
5/17/20,intern.nasa.gov,62127,72067,54672,1.16,62.32,59642
5/17/20,ma.usembassy.gov,62127,104373,52187,1.68,75.28,62127
5/17/20,mvr.usace.army.mil,62127,213717,32306,3.44,103.84,62127
5/17/20,nas.er.usgs.gov,62127,89463,59642,1.44,41,62127
5/17/20,nccd.cdc.gov,62127,144134,44731,2.32,48.24,62127
5/17/20,nwk.usace.army.mil,62127,154075,52187,2.48,84.52,62127
5/17/20,rs.usembassy.gov,62127,84493,32306,1.36,84.44,59642
5/17/20,search.uscourts.gov,62127,109343,32306,1.76,83.08,52187
5/17/20,telework.gov,62127,129224,57157,2.08,127.76,62127
5/17/20,account.uspto.gov,59642,82008,49702,1.38,136,57157
5/17/20,aetc.af.mil,59642,84493,59642,1.42,74.08,59642
5/17/20,afrc.af.mil,59642,72067,52187,1.21,62.62,57157
5/17/20,chemm.nlm.nih.gov,59642,134194,62127,2.25,156.42,54672
5/17/20,cl.usembassy.gov,59642,79522,62127,1.33,17.54,59642
5/17/20,efast.dol.gov,59642,59642,34791,1,0,59642
5/17/20,fletc.gov,59642,134194,57157,2.25,86.17,59642
5/17/20,foia.gov,59642,86978,54672,1.46,117.04,59642
5/17/20,iaspub.epa.gov,59642,203776,64612,3.42,46.33,62127
5/17/20,marforres.marines.mil,59642,124254,49702,2.08,96.17,57157
5/17/20,move.mil,59642,99403,37276,1.67,269.21,59642
5/17/20,ors.od.nih.gov,59642,74552,39761,1.25,100.17,49702
5/17/20,report.nih.gov,59642,106858,47216,1.79,13.21,62127
5/17/20,web.sba.gov,59642,198806,52187,3.33,189.21,59642
5/17/20,388fw.acc.af.mil,57157,72067,44731,1.26,82.83,57157
5/17/20,alaskacenters.gov,57157,69582,47216,1.22,101.87,57157
5/17/20,bb.usembassy.gov,57157,91948,59642,1.61,35.52,57157
5/17/20,cpars.cpars.gov,57157,549202,27336,9.61,654.52,57157
5/17/20,dod.defense.gov,57157,109343,39761,1.91,143.35,54672
5/17/20,findit.state.gov,57157,69582,39761,1.22,27.26,49702
5/17/20,luke.af.mil,57157,119284,54672,2.09,38.78,57157
5/17/20,mrdata.usgs.gov,57157,79522,54672,1.39,273.87,54672
5/17/20,ncis.navy.mil,57157,134194,42246,2.35,132.65,57157
5/17/20,nl.usembassy.gov,57157,67097,44731,1.17,100.65,54672
5/17/20,optn.transplant.hrsa.gov,57157,101888,37276,1.78,120.83,57157
5/17/20,pages.nist.gov,57157,74552,39761,1.3,73.22,57157
5/17/20,pendleton.marines.mil,57157,101888,39761,1.78,200.26,54672
5/17/20,sbx.mcc.gov,57157,57157,57157,1,0,57157
5/17/20,veteranshealthlibrary.va.gov,57157,74552,59642,1.3,172.39,57157
5/17/20,abmc.gov,54672,437374,49702,8,334,54672
5/17/20,ae.usembassy.gov,54672,104373,39761,1.91,45.41,57157
5/17/20,ccr.cancer.gov,54672,96918,52187,1.77,58.91,52187
5/17/20,designsystem.digital.gov,54672,106858,17396,1.95,32.77,49702
5/17/20,egrants.cns.gov,54672,129224,7455,2.36,291.09,54672
5/17/20,idcfoes.bls.gov,54672,166500,19881,3.05,122.23,54672
5/17/20,jbcharleston.jb.mil,54672,106858,42246,1.95,78.45,54672
5/17/20,my.usembassy.gov,54672,64612,49702,1.18,26.55,54672
5/17/20,nellis.af.mil,54672,111828,42246,2.05,39.59,54672
5/17/20,npgsweb.ars-grin.gov,54672,154075,39761,2.82,148.64,54672
5/17/20,pt.usembassy.gov,54672,77037,47216,1.41,190.86,52187
5/17/20,st.state.gov,54672,59642,54672,1.09,0.05,54672
5/17/20,uy.usembassy.gov,54672,62127,44731,1.14,57,52187
5/17/20,www1.eeoc.gov,54672,64612,47216,1.18,42.73,49702
5/17/20,zh-tools.usps.com,54672,82008,14910,1.5,99.59,54672
5/17/20,cfmedicine.nlm.nih.gov,52187,91948,34791,1.76,175.43,57157
5/17/20,collections.nlm.nih.gov,52187,337971,42246,6.48,283.24,52187
5/17/20,drought.gov,52187,72067,44731,1.38,34.29,52187
5/17/20,enforcedata.dol.gov,52187,69582,52187,1.33,7.48,49702
5/17/20,exchanges.state.gov,52187,79522,37276,1.52,62.48,54672
5/17/20,fai.gov,52187,86978,39761,1.67,60.52,52187
5/17/20,getsmartaboutdrugs.gov,52187,77037,52187,1.48,271.33,52187
5/17/20,neo.sci.gsfc.nasa.gov,52187,176441,14910,3.38,163.38,47216
5/17/20,nightsky.jpl.nasa.gov,52187,86978,49702,1.67,131.62,54672
5/17/20,nro.gov,52187,74552,29821,1.43,65.05,52187
5/17/20,ovc.ncjrs.gov,52187,139164,37276,2.67,143.81,52187
5/17/20,response.restoration.noaa.gov,52187,62127,44731,1.19,83.81,52187
5/17/20,saferproducts.gov,52187,183896,47216,3.52,213.14,52187
5/17/20,tn.usembassy.gov,52187,91948,37276,1.76,87.38,52187
5/17/20,usmarshals.gov,52187,64612,47216,1.24,10.67,52187
